Username,Ranking,Reputation,All_Solved,Easy_Solved,Medium_Solved,Hard_Solved
Athumati,5000001,0,0,0,0,0
yeahbennou,983242,0,151,25,72,54
Reddi-twelve,113198,2,613,135,333,145
ryanwong0127,1561,0,2080,456,1087,537
SlavaSSU,1225891,0,119,24,64,31
viraaj,2036624,0,61,18,36,7
xc9pd,5000001,0,0,0,0,0
ssk4988,104356,0,633,145,359,129
kFxD1j2qaE,2772561,0,38,6,21,11
lzn,1422927,0,100,25,54,21
liyangzi6p626,24130,0,1040,240,549,251
Pjs,5000001,0,0,0,0,0
noicht,5000001,0,0,0,0,0
superluminal,1786,76,2012,524,1078,410
mhwg,191839,25,481,117,250,114
jasontsang,5000001,0,1,1,0,0
danielyann729,5000001,0,0,0,0,0
yellowtomato98,600687,0,234,65,118,51
perry304,11500,126,1272,262,675,335
nafizcs,1364404,23,106,21,57,28
xy12138,1973342,0,64,39,23,2
tossaway1,5000001,0,0,0,0,0
4dalols,279910,4,393,96,215,82
Benthebeastman,13605,32,1217,423,638,156
astroash,5460,697,1532,413,873,246
buhiroshi0205,652504,3,219,51,117,51
hocln,49786,0,830,242,487,101
tungghun22,11136,0,1283,318,725,240
yousefokasha12,5000001,0,0,0,0,0
ios_zhangchao,577455,0,241,130,91,20
kamal109,5000001,0,0,0,0,0
dezhonger,788,1,2456,602,1254,600
Wizard_of_Orz,10513,2,1302,296,636,370
happyleetcode,5367,1113,1538,357,842,339
maximyus,14147,2,1204,489,590,125
zx2020,14466,1,1196,295,606,295
katcibo,5000001,0,0,0,0,0
sreeshmaheshwar,246198,3,422,126,226,70
never_get_piped,215884,1853,453,79,246,128
jerryxu20,9619,0,1333,347,722,264
testdes,5000001,0,2,1,0,1
h_bugw7,1513,11,2095,621,1048,426
worcester_,683102,174,211,51,112,48
adio3012,3738898,0,21,15,6,0
Marvel_97,161330,0,524,168,271,85
zhaoyuanhuo,2037322,0,61,8,45,8
NatapongS,1472336,0,96,26,51,19
nnayak3,5000001,0,0,0,0,0
lkh1018,10617,69,1299,334,704,261
Reshma123sekar,5000001,0,0,0,0,0
bigelephant29,117765,0,602,151,366,85
flyinglemonjx,1253,1,2202,644,1218,340
vijaykatari23,67242,2,748,209,407,132
MKLOL,136079,103,565,148,290,127
sachinmakasana,5000001,0,0,0,0,0
chitukula,5000001,0,0,0,0,0
VeritasVelata,844,0,2423,644,1255,524
mycoolhairison,724,18,2503,789,1266,448
Safari1291,1658967,3,82,22,47,13
Ronak_Ramuka,9115,18,1351,328,799,224
fatezero5262,5000001,0,0,0,0,0
moransky,1900295,0,68,14,35,19
Xuderian,977,0,2342,661,1179,502
soumyadeep_pal_21,253776,0,415,60,202,153
davidcarr3ra,1753180,0,76,25,51,0
dkasd_12,3055500,0,32,8,14,10
IHaveNoEnemies,432153,13,299,41,148,110
W2kU0NavvO,1130483,1,131,29,69,33
Rucha1995,4621187,0,13,10,3,0
ycdragon3223,3066114,0,31,21,8,2
AhmedEzzat,245007,0,423,117,216,90
alan8585,501848,0,268,60,146,62
ymh_only_jj,5000001,0,0,0,0,0
tunt6,5280,9,1545,407,887,251
PandaHi8080,5000001,0,0,0,0,0
huizew,20913,0,1081,296,605,180
Usain,32926,2,947,241,505,201
aropan,212029,37,457,96,189,172
coder206,4102,2005,1640,412,867,361
Shiv_99,5000001,0,8,8,0,0
EmZie,578363,0,241,58,126,57
nlmdat,3565339,0,23,15,8,0
sharath101,288200,20,386,101,215,70
windbbt,30794,0,967,163,633,171
hashpointer01,1949785,0,66,17,36,13
giantcheeseguy2,1915323,0,67,17,31,19
jozz,452229,22,289,70,181,38
lime2048,5000001,0,1,0,1,0
yuanzwan,9190,4,1348,283,780,285
betinatan97,5000001,0,0,0,0,0
boAshraf,26796,0,1009,275,545,189
virajchandra51,799140,-2,184,44,97,43
rajaditya061,749544,0,195,51,116,28
kashsuks,72583,20,728,179,404,145
audreyjin,1660355,0,82,9,67,6
AgneyK,12010,0,1263,287,677,299
groupbuilder,13849,0,1210,307,630,273
gnocuil22,510108,0,265,65,130,70
l33tcod3r69,134614,0,568,176,335,57
Tlatoani,203467,0,467,122,239,106
wzc1995,30464,19,970,221,518,231
LarryNY,143,1570,3167,741,1667,759
reincarnation4,2571702,0,43,11,22,10
raincoat911,153,6,3140,747,1629,764
timothygao8710,623534,19,227,71,118,38
kaySF,344276,0,346,119,209,18
Adindva,5000001,0,1,0,1,0
Ayushi_Tyagi,366550,0,333,205,122,6
BelgianSalamander,204503,0,466,184,199,83
balajiap,5000001,0,0,0,0,0
ShellYi,5000001,0,0,0,0,0
SBofGaySchool,39349,0,895,227,493,175
tushargarg,19284,57,1107,382,604,121
kajal9306,196484,0,476,138,265,73
dj3013158,2181,0,1915,408,1017,490
hzxaskwhy,5000001,0,0,0,0,0
zhanghaotian19,4748,1,1585,331,877,377
JaniceM_2020,5000001,0,4,1,3,0
himphen,4030283,0,18,11,7,0
18o3,76090,268,715,246,352,117
jingyunfan,5000001,0,1,1,0,0
hanerli,5000001,0,0,0,0,0
yxy_4718,877804,198,168,49,100,19
kongweiqing,5000001,0,0,0,0,0
szp14,258,390,3004,723,1544,737
user0078M,5000001,0,0,0,0,0
NotImplemented,306,60,2940,614,1602,724
bobogei81123,145122,0,549,136,306,107
thhsu,1866,1,1992,496,1073,423
kotlinc,5000001,192,0,0,0,0
leetgoat_dot_io,308,1233,2937,809,1547,581
saranyaks,263838,1,406,113,249,44
samad_987,7205,10,1433,248,747,438
hactrox,5000001,0,1,1,0,0
ashishtiwari05032002,114801,0,609,188,301,120
jojo_007,2578730,0,43,10,23,10
hankchang805,396808,0,316,82,207,27
asifeduinfo,5000001,0,5,5,0,0
hansen111,13671,0,1215,350,660,205
ace_Coder121,17740,0,1134,259,603,272
echeresh,19348,0,1106,223,522,361
dl3182,771,341,2466,646,1372,448
RJMCMC,1192,151,2225,567,1169,489
samliu12,65188,0,756,223,397,136
kyriakis,5000001,0,7,4,3,0
_priyanshu_101_,83546,3,693,88,336,269
markshi07,176666,0,502,182,293,27
Daegalus,5000001,0,4,3,1,0
HaKu,32597,5,950,279,533,138
Homie_Lander7,52166,19,817,228,404,185
InO2,1311008,0,111,9,60,42
xmentex,38897,1,899,260,473,166
RopoC,64517,0,759,220,412,127
ssb_nsk99,674243,0,213,98,100,15
WaitDumplings,8334,0,1382,445,817,120
zyxwvu164,1292132,0,112,26,55,31
fextivity,4366741,0,15,4,8,3
choon_hean,382989,0,324,87,176,61
Antagonist_378,870954,3,170,44,91,35
Tonymontaro,2448,54,1858,569,923,366
balakrishnan_v,1953,39,1968,445,943,580
Rohit2593,21781,3,1070,229,630,211
lz437,175490,0,503,117,251,135
xtg,4480767,0,14,14,0,0
rickytheta,3238337,0,28,7,18,3
smyxh3,5000001,0,0,0,0,0
harshrk,5000001,0,0,0,0,0
edorundo,1716636,0,78,19,38,21
lkm_leetcode,1216,0,2216,627,1166,423
debajyoti123,137202,0,563,163,305,95
kanucool,6193,343,1487,244,809,434
etlowelo,9629,0,1333,395,728,210
leet0004,394580,0,317,87,177,53
invertedwinger,323811,0,360,79,211,70
henry15,636870,0,223,70,128,25
sllamart,5000001,0,0,0,0,0
masayang,625855,0,227,99,107,21
linty6505,5000001,0,1,0,1,0
jzhsh1735,4621,0,1595,381,805,409
Amiy2908,66907,0,749,164,385,200
alpha_null,349350,1,343,81,176,86
mzchen,1471,9211,2103,648,1074,381
pruning_base_case,64135,3,760,198,397,165
tom0727,119675,1330,598,190,332,76
Mip182,437891,0,296,83,172,41
arun_chintala,2739944,0,38,8,26,4
hp2104,41091,0,883,206,473,204
rahul_tripathi1234,3486412,0,25,6,13,6
mell,5000001,0,3,3,0,0
erenaltunoglu,26676,0,1010,304,547,159
andy-wa,608984,0,232,37,112,83
jyjd6404,1576431,0,88,69,19,0
user0805fI,5000001,0,10,4,4,2
adamjamessoto,5000001,0,0,0,0,0
brook6649,5000001,0,3,1,2,0
clbgw,5000001,0,0,0,0,0
glvv232,71618,0,731,228,387,116
StepanSkorobogatko,5000001,0,3,3,0,0
dong-zh,3577293,0,23,14,8,1
kwrefs,1568052,0,89,18,51,20
r-tanner-f,5000001,0,4,2,2,0
jason189155,5000001,0,1,1,0,0
markreinbolt,5000001,0,4,1,3,0
arunkurali,152535,0,537,142,328,67
x____x,217,6,3061,753,1606,702
moonpie24,995784,5,149,42,82,25
YHLee_HK,30795,0,965,261,539,165
Xrovira34,5000001,0,0,0,0,0
joylintp,35801,0,921,247,490,184
chianwooigoh,5000001,0,0,0,0,0
zhaozhaoqueue,1701597,0,79,28,51,0
vutsal,2357787,0,49,30,18,1
vitaliius,3234406,0,28,24,4,0
donnod,1139,0,2250,577,1178,495
JimmyP7,5000001,1,4,2,1,1
detcitty,5000001,0,0,0,0,0
yzyzhang,5000001,0,0,0,0,0
mohit_87_,5000001,0,0,0,0,0
ayushkumar980,3060960,0,32,5,19,8
zipei2124,248149,0,420,175,199,46
l_returns,132454,50,572,156,287,129
cs2022spring_ivatopuria,996988,0,149,40,71,38
ljames,5000001,0,0,0,0,0
cferdig,5000001,0,0,0,0,0
dabbu_derek,39327,0,896,234,491,171
tuliof210,5000001,0,0,0,0,0
yu-jianfeng,5000001,0,4,3,1,0
jcoves,16653,8,1152,286,635,231
tianyichen,278062,0,394,97,220,77
sayan-feb27,1916368,0,67,48,17,2
gopoma,505256,0,267,62,126,79
la_castille,5492,31635,1530,648,700,182
loodv002,3469,1,1702,468,926,308
NaitikPatil,145888,0,548,147,297,104
niuxiaohao,1668812,0,82,15,43,24
veraci,3498906,3,24,10,10,4
prashantdhaka666,592164,3,237,64,128,45
NerdyCoder,1764,0,2017,392,1079,546
shahshariq,5000001,0,6,4,1,1
urverymean,1579008,0,88,20,41,27
user8195E,311731,0,368,119,221,28
AL_Qiswa,18455,0,1122,360,583,179
zhongqc7,5000001,0,0,0,0,0
priyankat,5000001,0,0,0,0,0
aayush_chhabra,741,520,2487,627,1310,550
leehuahong,5000001,0,5,2,3,0
BobKingJin,3730515,0,21,7,13,1
alu097,141999,0,555,166,295,94
raynor30,3488,40,1700,440,920,340
KrishnaHarsha,5000001,0,2,0,2,0
michaelblack,5000001,0,0,0,0,0
yuyuchien,5000001,0,0,0,0,0
hidanom,76085,0,715,29,52,634
ritwikgupta20198,1534355,0,91,46,42,3
foobar_withgoogle,50623,14,825,135,444,246
tiankonguse001,188608,458,485,160,249,76
azukun,580241,0,240,68,129,43
Nikitosh,484731,0,275,70,163,42
jeeadvanced,423203,3,303,58,152,93
Halleld,4642516,0,13,8,4,1
HapCapy,5000001,0,8,1,4,3
howardgy123,5000001,0,0,0,0,0
kuannoodle,406,27,2791,675,1489,627
realnoname,7992,0,1394,293,819,282
FreeMem,331719,0,353,97,198,58
GoGuru,1296404,92,112,22,67,23
dj2014,4463,9,1608,452,968,188
mczhuang,749936,1,195,49,103,43
tin_le,148,2816,3160,861,1681,618
sola147,5000001,0,0,0,0,0
minhquanym,732354,0,199,66,98,35
TheAlgorithm,8798,50,1363,436,740,187
cranberry128,1534482,2,91,32,43,16
user1694my,5000001,0,1,1,0,0
Decision,127,88,3233,747,1703,783
emacsnw,1147807,0,128,96,30,2
user9508o,5000001,0,5,5,0,0
ftc,1124442,0,131,54,73,4
skd09,766556,0,191,99,89,3
user6144m,134561,0,568,133,333,102
Amarsanaa,28793,21,987,289,488,210
jiangjinjinyxt,2014,12,1954,419,1065,470
Abeed_shaik,56140,21,797,203,431,163
stimsly,180777,0,496,148,274,74
manubittu1986,5000001,0,0,0,0,0
YangZhenjian,12692,14,1239,294,685,260
fgulseren,5000001,0,1,1,0,0
piyush_razz,442529,0,294,86,120,88
25amajety,5000001,0,0,0,0,0
ed_ou,25118,12,1028,201,586,241
garyjhu,2570,0,1835,447,876,512
tanakat01,275,1,2979,754,1526,699
psychological,17855,0,1131,291,622,218
Try2GotReward,581719,0,240,66,143,31
ctnya_8135,97583,2,650,155,364,131
maniana,5000001,0,8,8,0,0
liaozijia,5000001,0,7,4,3,0
jimmychuuuuu,5000001,0,0,0,0,0
tmimotw,6161,75,1489,351,823,315
tsholmes,78653,0,706,179,394,133
shaohuali_cloudminds,5000001,0,4,1,3,0
x372p,7707,645,1406,345,812,249
VehicleOfPuzzle,31,713,3793,925,2004,864
u77,150,0,3147,804,1635,708
ssigurdsson,206034,0,464,110,254,100
the-chenergy,733119,1,199,52,108,39
jacobchen,696995,0,207,62,122,23
Phoenix1369,111975,0,615,163,337,115
samad25ahmed12,1256694,0,116,30,63,23
hoanh,3029,25,1754,433,914,407
luciaharley,3828473,0,20,11,7,2
bufferjjh,22847,24,1055,329,540,186
smd1121,582054,0,240,67,123,50
yuzhang900907,5000001,0,0,0,0,0
tungtinhoctre,5000001,0,1,1,0,0
alex391a,2842,201,1785,455,961,369
okame,5000001,0,0,0,0,0
dv_0101,272562,5,399,134,202,63
Marmaduke,804,37,2449,636,1317,496
xxgj,71019,-3,733,179,423,131
paperclip__,2922374,0,34,26,8,0
loganasr,1506622,0,93,35,55,3
rachanaa_raghuthama,5000001,0,10,9,1,0
LarryNY-Fan,3519996,0,24,6,13,5
ThunderXGod,39830,0,892,235,511,146
ACr0bat,3006528,16,33,6,19,8
annabellevblackwell,5000001,0,0,0,0,0
amandastrack,5000001,0,1,1,0,0
pranjalsingh1702,308169,0,371,82,138,151
lord-chicken,28709,35,988,150,562,276
mgranger,8489,137,1376,396,743,237
xorxteff,5000001,0,1,1,0,0
plevande,6006,0,1498,512,767,219
nehcoah,63075,0,765,179,447,139
limausine,5000001,0,8,3,4,1
nicholasfoocl,932,38,2369,704,1298,367
cd2903,88667,19,674,149,387,138
Lily_6789,5000001,0,0,0,0,0
scotchtape,283807,0,390,102,195,93
kiudkidkid,267745,0,403,169,213,21
VoidSolitary,1766728,0,75,17,39,19
annaroh86,5000001,0,4,3,1,0
brightness77,10491,15,1303,313,768,222
sanicDogg,5000001,0,3,0,3,0
asdf3332,1571442,0,88,18,49,21
jeroenodb,744857,11,196,65,100,31
lil_shady,1557343,0,89,39,45,5
mydeadvictoria,5000001,0,3,2,1,0
timmyfeng,1550562,0,90,29,43,18
Fkaiser7,445067,40,293,92,132,69
yuanguo.huo,3354541,0,26,10,14,2
Yogiswar,5000001,0,0,0,0,0
singlabharat,968550,0,153,41,85,27
Ankit_132,361276,0,336,84,174,78
wakaranai,616569,0,229,44,114,71
zrbzrb1106,2868087,0,35,11,23,1
tlh65,57177,0,793,226,425,142
ironman__3000,1990,3,1961,517,1011,433
satviksr,5124,22,1556,396,895,265
guo_jin_pen_6,5000001,0,0,0,0,0
annashekhawat,201724,753,469,55,290,124
Eason90215,5000001,0,9,3,5,1
JavOliva,1356680,1,106,22,55,29
11Rudy,22106,4,1066,342,583,141
alespher,1358622,0,106,39,65,2
flacohacker,5000001,0,0,0,0,0
santhosh_vardhan,2209673,0,54,20,32,2
laituan245,38703,6,900,288,491,121
Arthur-Chang,3688,4,1681,394,944,343
envyaims,269049,11,402,167,178,57
Lalmaan_Priyanka,5000001,0,1,0,1,0
charizard21,482256,7,276,97,138,41
lym953,12446,3,1246,304,719,223
Anas_Maged,67988,3,745,193,412,140
Monikaj,5000001,0,6,5,1,0
GreeWolf,5000001,0,0,0,0,0
nutty_professor,227543,1,440,107,249,84
asnagra,5000001,0,0,0,0,0
kgh950902,1057000,0,140,30,63,47
shikshrey,617056,0,229,42,94,93
salmaan_gurmani,5000001,0,0,0,0,0
ericshen19555,15102,59,1183,254,641,288
nikasNi,5000001,0,0,0,0,0
CronosXIII,1048252,11,141,48,82,11
nlpwithme,1470854,0,96,71,25,0
zoo30215,7503,205,1416,297,792,327
jdsmith,5000001,0,0,0,0,0
MissOK,5000001,0,0,0,0,0
cwallaceh,5000001,0,1,1,0,0
AirsonVind,5000001,0,0,0,0,0
joshuasia,5000001,0,5,5,0,0
facelessvoid,2887,261,1777,419,970,388
dylanhij,2334,0,1883,475,1107,301
bhavik_11,11319,456,1278,358,684,236
kilnyy,159989,7,525,135,291,99
benmirt,1520850,0,92,24,31,37
Amrharb,8770,7,1364,442,712,210
nakanolab,2563,469,1837,410,1054,373
zombiedub,183012,40,493,121,265,107
Timan123,5000001,0,1,1,0,0
ManasiDholu,2359155,0,49,47,2,0
user5858Fe,5000001,0,2,2,0,0
Shubha_Mistri_100,5000001,0,0,0,0,0
hungt1,214652,0,454,75,229,150
ozquez,5000001,0,2,2,0,0
palayutm,1971638,0,64,16,40,8
sjoin,191259,326,482,121,278,83
joshuaxiao13,282187,0,391,102,215,74
mafailure,64160,5,760,187,384,189
compton_scatter,4624,6598,1595,378,889,328
benlynch321,5000001,0,3,2,1,0
KimTaeyeon,23300,4,1049,275,561,213
wenwenyu,357239,0,339,95,204,40
yuhsiangliu,22131,6,1065,289,608,168
hinak,1483730,0,95,29,46,20
7YEcB7GrWz,3056887,0,32,4,18,10
ltf0501,441946,0,294,71,166,57
Windsfantasy6,1448947,0,98,28,54,16
Uncle_Sugar,5000001,0,0,0,0,0
brenner1,2704025,0,39,10,20,9
ugiknet,774,45,2463,553,1366,544
zzr8847,5000001,0,2,1,1,0
Kode4Fun,5329,4,1541,371,860,310
yunkun,53838,0,808,176,420,212
udh-winger,586647,0,238,79,135,24
tifv,288727,62,386,92,193,101
zjw202X,4114114,0,17,11,6,0
singularterm,5000001,0,8,4,4,0
DeepakSB,5000001,0,0,0,0,0
yangxm,983,0,2338,556,1173,609
gabriel88766,265861,11,405,87,230,88
twoplusthree,348309,0,344,81,198,65
kastin,5000001,0,1,1,0,0
liuyizhu0903,5000001,0,0,0,0,0
Pourush1997,5000001,0,0,0,0,0
rifazhussain97,5000001,0,0,0,0,0
rakkalra,1699491,0,80,12,47,21
freeyourmind,159004,0,527,26,261,240
978749951,5000001,0,0,0,0,0
zwrubel,2268833,0,52,43,7,2
N_E_E_R_A_J,2755,32,1802,459,993,350
bera_474,23125,2,1052,331,599,122
Sargam25,3365737,0,26,19,7,0
rikdutt,14897,12,1187,257,602,328
confirmation_annihilation,706261,0,205,59,109,37
xborui,1784976,0,74,22,46,6
rtmkz,321777,155,361,90,171,100
chrisyeh,5000001,0,0,0,0,0
Fernaodo,5000001,0,0,0,0,0
WillyMelson,5000001,0,2,1,1,0
v3op01,5000001,0,0,0,0,0
kasperyang,1668,8,2043,580,1156,307
shamitpatel,5000001,0,0,0,0,0
Dymonchyk,23666,23,1045,259,598,188
kotamanegi,547923,2,248,64,125,59
bansal01yash,4499691,0,14,9,4,1
anupam_ghosh,1941,6,1971,441,1141,389
hero080,2164,790,1918,602,1000,316
christinaliujy,2559916,11,43,24,17,2
funywoohoo,5809,0,1510,361,855,294
hai_mian_bao_bao,7,641,3836,925,2004,907
nhho,299361,0,377,89,196,92
ashiahakim080,5000001,0,0,0,0,0
lg52931,2586374,0,42,14,20,8
ankangarai,28653,0,989,284,512,193
MameKha,5000001,0,1,0,1,0
jlzuo,1873571,0,69,32,35,2
user4110o,5000001,0,0,0,0,0
yua_mikami_lover,506523,0,267,71,137,59
mukesh.bhandari01,5000001,0,0,0,0,0
danielchandg,12896,13,1234,328,671,235
maggi3wang,5000001,0,2,1,1,0
binsjl,97471,0,650,167,357,126
emily.he,5000001,0,1,1,0,0
icosa,140968,0,556,129,300,127
proper_m,370202,16,331,32,59,240
pedrohlf,213730,10,455,134,254,67
Turkhuu,62964,0,765,240,382,143
broden_miao,5000001,0,1,1,0,0
XADKWVQmtS,102554,0,638,313,260,65
kailam11223,88090,3,676,148,359,169
robinz62,4005,284,1638,449,869,320
plus2047,647,458,2556,649,1328,579
mansigoel16,3175742,0,29,11,18,0
GlobalStart,791902,0,186,36,97,53
MeriamOuerghi,847132,0,174,40,107,27
iamsun0001,5000001,0,1,1,0,0
BZ4jpH2kfx,2694641,0,40,10,20,10
Grumpyghost,3795,1,1669,407,903,359
ishmeal,728738,0,200,47,114,39
colecantcode,12112,157,1256,338,704,214
qinsheng,5000001,0,6,2,3,1
datdtup,674794,0,213,93,100,20
Rpyaram,5000001,0,0,0,0,0
jeffreyhu8,7250,583,1430,369,762,299
petabyte,4528,0,1603,420,972,211
leonardoblanger,807590,0,182,24,104,54
victortao,548955,0,251,62,160,29
x3p2xep2,1523121,0,92,25,48,19
sandeep0825,2359694,0,49,33,15,1
5lipper,266185,0,404,120,207,77
Amlan1234,5000001,0,0,0,0,0
996yyds,3197848,15,29,7,16,6
llicecream,5000001,0,0,0,0,0
vjayakrishna36,4363235,0,15,10,4,1
maxxjq,8121,0,1389,378,774,237
nikhil_dixit_abv_iiitm,43669,12,866,165,576,125
gooooooogle,44582,61,860,156,497,207
singgee210,4923128,0,11,6,4,1
jika_jik,197601,-17,474,135,253,86
viniciuscsreis,1737309,0,77,28,46,3
arulprasath73,3654946,0,22,15,7,0
proggerkz,114670,0,609,230,318,61
sgrargs,5000001,0,1,1,0,0
surajpatel,1875,106,1991,593,1091,307
Wang_qiang,1313081,0,110,35,71,4
jwolf20,2391,0,1868,506,1048,314
101magikarp101,641062,0,222,53,120,49
MagentaCobra,238820,-2,429,124,220,85
HobeXD,4620,0,1596,441,852,303
WJTung,9932,0,1321,315,692,314
farahAmer95,5000001,0,0,0,0,0
psewdo,5000001,0,1,1,0,0
remfzh,81069,0,698,110,385,203
aaronyen,4133,253,1637,335,780,522
nek23,5000001,0,7,7,0,0
Anubhav_Kasturia,4013904,0,18,10,8,0
MvKaio,330671,0,355,91,179,85
enze_zhang,695342,25,208,58,101,49
sadia099,5000001,0,0,0,0,0
Simon_Traub,346552,13,345,85,200,60
xiej,8853,19,1361,333,772,256
ShelkerX,5000001,0,0,0,0,0
sid_jain_26,344748,3,346,91,210,45
SR3mix,751073,0,195,48,89,58
triplem5ds,185748,4,488,152,236,100
AmadeusChan,235010,3,433,91,268,74
david-kwchoi,942285,1,157,96,59,2
kapraran,1670287,0,81,52,28,1
PhoenixDD,5,4156,3836,925,2004,907
peehs_moorhsum,2460866,0,46,13,19,14
kritika_5,5000001,0,0,0,0,0
ghost0fSparta,1194690,0,123,36,65,22
LukeZhang,3906668,1,19,11,8,0
hank55663,7049,2,1440,365,724,351
Vax,606024,0,232,87,117,28
Stanislav_Holdenko,284213,0,389,100,224,65
Aragog,6844,32,1450,326,810,314
apekshabhise,5000001,0,0,0,0,0
flavienbernard09,5000001,0,0,0,0,0
himani9,5000001,0,0,0,0,0
jadrubio,5000001,0,7,5,2,0
scoopy_scoop,599120,0,235,56,130,49
qqwrv,43156,0,869,203,461,205
priya15,5000001,0,0,0,0,0
RsEnts,339672,0,349,66,184,99
srividyasure,5000001,0,2,1,1,0
mikeqiyh,608339,0,232,54,118,60
qdd1999,208079,0,462,121,226,115
Harshit_J12,395680,0,317,69,157,91
Ayanerru,119,155,3268,863,1760,645
Joystick,5000001,0,0,0,0,0
sveng101,78,26,3490,867,1810,813
mighty-mhsl,5000001,0,0,0,0,0
gavieeen,22100,41,1066,229,597,240
firiexp,923714,0,160,47,79,34
mengpq,202335,8,468,105,266,97
Andrew-Angrew,677,7,2535,678,1292,565
shin_718,1098002,0,135,36,78,21
limbennett,9639,7,1332,381,721,230
hieptk,1641,5,2051,376,889,786
rsajith,288215,0,386,107,199,80
BrickByBit,1780916,13,75,19,42,14
yxiong18,5000001,0,10,6,4,0
guskinju2,3020974,0,32,19,13,0
shunley,1748785,0,76,46,30,0
0am,1534269,0,91,23,47,21
TJUTchunlin,5000001,0,0,0,0,0
naranbayaru,142097,5,554,155,310,89
crazymerlyn,2049,0,1945,610,1002,333
atf,3498,21,1699,402,933,364
bojack1,7088,13,1440,345,754,341
kr2748,2583912,0,42,25,14,3
swathi_231,5000001,0,0,0,0,0
abdulrahman27,919905,0,161,46,81,34
Legend_Palash,79285,32,704,165,360,179
hulot,335845,0,352,108,192,52
ChengGf,1272189,0,114,91,23,0
praveenvankireddy,5000001,0,7,3,3,1
hazzler,563602,0,246,133,81,32
benagalloway,5000001,0,2,2,0,0
uwi,1485,21,2104,499,1077,528
EthanM_6626,3709569,0,22,6,8,8
aakshayreddy1995,463414,23,284,139,127,18
mkyang,685,200,2527,662,1328,537
Intellegent,1462961,0,97,32,44,21
qwnjc,2928,0,1771,434,940,397
theabbie,1293,862,2185,533,1145,507
blinkyyy,2172636,0,56,19,26,11
Kabishou,1993258,0,63,19,43,1
ynnekuw,1539,26,2087,536,1130,421
Ram_2001,5000001,0,2,2,0,0
oreo816,949273,0,156,36,81,39
gutsberserker_718,1816,18,2005,446,1078,481
Felerius,67629,0,746,232,391,123
XKTZ,68426,44,743,151,342,250
fclv,1360407,0,106,32,54,20
abz-codes,44734,57,859,228,489,142
dev_akash,5000001,0,0,0,0,0
yash_daga,2018244,0,62,13,33,16
karansiwach360,541840,0,253,54,137,62
NK-,41803,0,878,262,479,137
n124345679976,1710,118,2032,553,1057,422
Dan13llljws,822308,0,179,46,101,32
Aanjaneya24,486174,0,275,71,165,39
vita318,5000001,0,0,0,0,0
zionlouislou,1716757,0,78,57,21,0
xuhr,3102,78,1744,446,909,389
vok8,85700,0,683,215,358,110
thomas-li,106005,0,629,188,304,137
ncutrona,5000001,0,0,0,0,0
nitinraut016,5000001,0,0,0,0,0
meatbag7,5000001,0,1,1,0,0
francoIns,599831,0,234,72,144,18
nevergiveup,118,14,3270,691,1807,772
curiosity-10,170493,1,510,67,235,208
tmoux,235744,40,432,115,231,86
grook83,600031,757,234,68,132,34
Glukua,341118,0,348,83,175,90
tura,2583598,0,42,10,28,4
blackpanther__7,476,11,2699,707,1369,623
arsh_agarwal,707463,0,205,47,85,73
colindestiny,5000001,0,0,0,0,0
first_vil,1426906,0,100,32,45,23
ztxz16,778624,0,188,47,95,46
__declspec,55831,29,798,239,419,140
riantkb,1182532,0,124,31,63,30
wrobertson,5000001,0,0,0,0,0
kmFEFuctmh,3001876,0,33,9,13,11
shreyd01,9534,446,1336,356,790,190
dk_sensei,56933,33,793,205,443,145
hjcafaro,116995,0,604,226,293,85
cm_komi,317919,0,364,130,195,39
Res1StAnce7,16523,126,1155,337,653,165
ceaxyz002,747409,0,196,26,104,66
shufeishu,106003,8,629,248,329,52
wcwswswws,1623,1,2058,475,1130,453
bm3333,5000001,0,0,0,0,0
ankit-aro,5000001,0,8,3,5,0
Hexadecimal,578,216,2610,669,1390,551
harshal_02,39722,0,893,317,430,146
MagicERP,5000001,0,1,1,0,0
pr3pony,255847,1,413,100,225,88
SleepyJie,537196,8,255,77,128,50
nicolasalba,784797,2,187,55,93,39
hellinkg,1544939,0,90,50,38,2
gerwang,806751,0,182,50,95,37
justDummy,71163,5,733,162,419,152
wtf69,49882,17,829,193,448,188
sawarad,1789248,0,74,39,33,2
cbesalke,5000001,0,5,4,1,0
jl1230,4377,11,1616,333,839,444
ougato,5000001,0,0,0,0,0
nirvana_rsc,497,123,2681,655,1417,609
devinveins,5000001,0,0,0,0,0
Siddhant_Deshpande,5000001,0,0,0,0,0
CyprienH,314586,16,366,81,191,94
TheodoreGossett,21114,145,1079,149,399,531
waseem321,5000001,0,0,0,0,0
finite_automaton_enthusiast,37355,0,911,84,247,580
donbasta,445,7,2742,730,1436,576
oliver_aarnikoivu,5000001,0,0,0,0,0
ruiii,5000001,0,0,0,0,0
CuteTN,11528,198,1272,208,504,560
Supriti_Vats_11,543284,5,253,167,70,16
Ethan-ZYF,5711,19,1517,430,809,278
anitarawat,3312546,0,27,26,0,1
kyle551,3936066,0,19,14,5,0
Teslavolt,677696,229,212,107,100,5
netvope,21479,110,1074,285,583,206
Vamsikokku,5000001,0,0,0,0,0
sammyRe,62225,0,768,189,389,190
irmuun,863788,0,171,41,99,31
llcD_K,61413,0,772,180,395,197
wardaddy420,5000001,0,0,0,0,0
ianwong1999,95092,1,656,179,348,129
zxyl,678165,13,212,43,114,55
