User_ID;Display_Name;Reputation;Gold_Badges;Silver_Badges;Bronze_Badges;Link
1100552;Eugen Rieck;65570;10;76;97;https://stackoverflow.com/users/1100552/eugen-rieck
11543;mjs;65543;27;98;129;https://stackoverflow.com/users/11543/mjs
12349;yfeldblum;65487;12;132;169;https://stackoverflow.com/users/12349/yfeldblum
251986;Reigel Gallarde;65464;21;127;142;https://stackoverflow.com/users/251986/reigel-gallarde
918414;ThinkingStiff;65447;31;148;241;https://stackoverflow.com/users/918414/thinkingstiff
1413538;Brocco;65431;12;74;77;https://stackoverflow.com/users/1413538/brocco
227267;Matti Virkkunen;65427;9;139;162;https://stackoverflow.com/users/227267/matti-virkkunen
151937;Hellnar;65423;82;209;283;https://stackoverflow.com/users/151937/hellnar
1517578;Simon Whitehead;65385;10;120;140;https://stackoverflow.com/users/1517578/simon-whitehead
48503;Luke Woodward;65362;16;95;108;https://stackoverflow.com/users/48503/luke-woodward
4161;Will Robertson;65350;33;104;119;https://stackoverflow.com/users/4161/will-robertson
309412;Lie Ryan;65346;14;103;151;https://stackoverflow.com/users/309412/lie-ryan
1461050;davidgyoung;65283;14;129;214;https://stackoverflow.com/users/1461050/davidgyoung
1458569;Igor Chubin;65221;14;132;149;https://stackoverflow.com/users/1458569/igor-chubin
264052;smwikipedia;65136;99;335;519;https://stackoverflow.com/users/264052/smwikipedia
78259;Chas. Owens;65105;25;139;232;https://stackoverflow.com/users/78259/chas-owens
411632;"Mat&#237;as Fidemraizer";65097;19;132;217;https://stackoverflow.com/users/411632/mat%c3%adas-fidemraizer
2082673;dave;65095;6;81;98;https://stackoverflow.com/users/2082673/dave
257022;aneuryzm;65052;101;284;502;https://stackoverflow.com/users/257022/aneuryzm
508377;Adham;65044;98;235;350;https://stackoverflow.com/users/508377/adham
34824;abelenky;64982;24;115;163;https://stackoverflow.com/users/34824/abelenky
1755432;Rutger Kassies;64971;17;119;102;https://stackoverflow.com/users/1755432/rutger-kassies
10157127;Md. Yeasin Sheikh;64950;7;50;86;https://stackoverflow.com/users/10157127/md-yeasin-sheikh
32090;Boris Pavlović;64945;29;127;150;https://stackoverflow.com/users/32090/boris-pavlovi%c4%87
2504224;geoand;64942;24;185;201;https://stackoverflow.com/users/2504224/geoand
45773;Steffen Opel;64921;11;196;212;https://stackoverflow.com/users/45773/steffen-opel
374797;John Howard;64893;23;53;67;https://stackoverflow.com/users/374797/john-howard
2096752;shx2;64886;17;140;166;https://stackoverflow.com/users/2096752/shx2
2658202;Stefan Steinegger;64866;17;132;193;https://stackoverflow.com/users/2658202/stefan-steinegger
216164;Thomas M. DuBuisson;64860;7;114;170;https://stackoverflow.com/users/216164/thomas-m-dubuisson
198643;Thomas;64854;12;98;142;https://stackoverflow.com/users/198643/thomas
691688;Femi;64816;8;120;150;https://stackoverflow.com/users/691688/femi
13051;JesperE;64814;22;143;200;https://stackoverflow.com/users/13051/jespere
358221;Adam Houldsworth;64805;11;161;190;https://stackoverflow.com/users/358221/adam-houldsworth
832230;Asclepius;64785;20;188;165;https://stackoverflow.com/users/832230/asclepius
482717;Paul Verest on LinkedIn;64774;54;227;357;https://stackoverflow.com/users/482717/paul-verest-on-linkedin
754604;Connor;64765;28;148;145;https://stackoverflow.com/users/754604/connor
476681;BЈовић;64731;45;181;285;https://stackoverflow.com/users/476681/b%d0%88%d0%be%d0%b2%d0%b8%d1%9b
87152;Max Frai;64702;82;206;311;https://stackoverflow.com/users/87152/max-frai
995579;MrCode;64636;10;95;114;https://stackoverflow.com/users/995579/mrcode
197229;Mr. Boy;64630;104;363;664;https://stackoverflow.com/users/197229/mr-boy
17085;freshWoWer;64629;10;39;36;https://stackoverflow.com/users/17085/freshwower
116472;Thomas Broyer;64611;7;95;165;https://stackoverflow.com/users/116472/thomas-broyer
951890;Vaughn Cato;64578;5;87;135;https://stackoverflow.com/users/951890/vaughn-cato
853360;M Khalid Junaid;64566;10;93;119;https://stackoverflow.com/users/853360/m-khalid-junaid
902968;Keith Smiley;64564;12;100;115;https://stackoverflow.com/users/902968/keith-smiley
455493;Tseng;64552;18;200;216;https://stackoverflow.com/users/455493/tseng
67405;neversaint;64546;145;325;496;https://stackoverflow.com/users/67405/neversaint
274627;Ivan;64537;101;266;395;https://stackoverflow.com/users/274627/ivan
419956;Jeroen;64524;47;231;373;https://stackoverflow.com/users/419956/jeroen
164392;csharptest.net;64506;11;78;91;https://stackoverflow.com/users/164392/csharptest-net
656172;Lea Hayes;64496;16;69;121;https://stackoverflow.com/users/656172/lea-hayes
201863;CodeSmile;64447;20;135;219;https://stackoverflow.com/users/201863/codesmile
546999;Nanne;64432;16;123;167;https://stackoverflow.com/users/546999/nanne
190807;TechZen;64418;16;121;146;https://stackoverflow.com/users/190807/techzen
47633;opensas;64407;91;270;423;https://stackoverflow.com/users/47633/opensas
163203;Harish Shetty;64403;21;154;201;https://stackoverflow.com/users/163203/harish-shetty
7116;user7116;64378;17;150;175;https://stackoverflow.com/users/7116/user7116
656769;Mike Lewis;64377;20;144;111;https://stackoverflow.com/users/656769/mike-lewis
635981;David Weldon;64372;11;152;146;https://stackoverflow.com/users/635981/david-weldon
632407;clt60;64364;17;114;206;https://stackoverflow.com/users/632407/clt60
69742;Earlz;64341;100;314;514;https://stackoverflow.com/users/69742/earlz
154112;Simon Sarris;64338;13;150;175;https://stackoverflow.com/users/154112/simon-sarris
1001938;Don P;64308;123;319;451;https://stackoverflow.com/users/1001938/don-p
1090079;"Filip Ros&#233;en";64230;20;154;201;https://stackoverflow.com/users/1090079/filip-ros%c3%a9en
8946;Cornelius Dol;64210;26;142;190;https://stackoverflow.com/users/8946/cornelius-dol
741099;Nyxynyx;64195;164;511;860;https://stackoverflow.com/users/741099/nyxynyx
7215091;Cooper;64188;7;29;65;https://stackoverflow.com/users/7215091/cooper
165216;PaulMcG;64174;16;98;135;https://stackoverflow.com/users/165216/paulmcg
1;Jeff Atwood;64139;48;153;153;https://stackoverflow.com/users/1/jeff-atwood
3032289;Luaan;64135;8;108;126;https://stackoverflow.com/users/3032289/luaan
995891;zapl;64083;10;126;160;https://stackoverflow.com/users/995891/zapl
345490;Icarus;64078;14;102;116;https://stackoverflow.com/users/345490/icarus
1926369;vals;64076;11;97;150;https://stackoverflow.com/users/1926369/vals
82865;Jonathan Holloway;64070;33;128;152;https://stackoverflow.com/users/82865/jonathan-holloway
11182;Lex Li;64070;12;126;163;https://stackoverflow.com/users/11182/lex-li
977038;Abhijit;64037;20;143;209;https://stackoverflow.com/users/977038/abhijit
732284;rid;64028;31;159;201;https://stackoverflow.com/users/732284/rid
603977;jscs;64024;13;155;200;https://stackoverflow.com/users/603977/jscs
1056563;WestCoastProjects;64011;109;369;639;https://stackoverflow.com/users/1056563/westcoastprojects
365298;Rose Perrone;63996;61;216;251;https://stackoverflow.com/users/365298/rose-perrone
198729;user198729;63978;109;257;354;https://stackoverflow.com/users/198729/user198729
38896;JodaStephen;63963;15;100;118;https://stackoverflow.com/users/38896/jodastephen
571189;Prince John Wesley;63918;12;91;95;https://stackoverflow.com/users/571189/prince-john-wesley
60518;"Tim B&#252;the";63912;17;96;130;https://stackoverflow.com/users/60518/tim-b%c3%bcthe
412916;Jano;63911;22;169;195;https://stackoverflow.com/users/412916/jano
3141234;Alexander;63882;13;107;177;https://stackoverflow.com/users/3141234/alexander
3433751;"Anthony Breneli&#232;re";63860;16;49;59;https://stackoverflow.com/users/3433751/anthony-breneli%c3%a8re
13724;MarkR;63838;15;120;156;https://stackoverflow.com/users/13724/markr
6144;scunliffe;63834;26;133;168;https://stackoverflow.com/users/6144/scunliffe
17121;Dan;63808;10;67;82;https://stackoverflow.com/users/17121/dan
617839;alessioalex;63806;16;158;123;https://stackoverflow.com/users/617839/alessioalex
80002;mark;63766;98;352;680;https://stackoverflow.com/users/80002/mark
68015;hunter;63740;19;115;115;https://stackoverflow.com/users/68015/hunter
299509;fuxia;63706;6;57;64;https://stackoverflow.com/users/299509/fuxia
1553090;paddy;63691;7;68;109;https://stackoverflow.com/users/1553090/paddy
1362568;Mike Kinghan;63679;17;172;207;https://stackoverflow.com/users/1362568/mike-kinghan
174614;Tony The Lion;63675;71;252;428;https://stackoverflow.com/users/174614/tony-the-lion
44765;John Rasch;63675;19;110;141;https://stackoverflow.com/users/44765/john-rasch
1377002;Andy;63660;13;72;99;https://stackoverflow.com/users/1377002/andy
64949;Sindre Sorhus;63658;40;176;236;https://stackoverflow.com/users/64949/sindre-sorhus
1333025;Petr;63653;13;163;334;https://stackoverflow.com/users/1333025/petr
197036;Bin Chen;63629;58;150;186;https://stackoverflow.com/users/197036/bin-chen
17964;eyelidlessness;63629;12;93;95;https://stackoverflow.com/users/17964/eyelidlessness
1807667;Ortomala Lokni;63621;27;202;268;https://stackoverflow.com/users/1807667/ortomala-lokni
2185093;Dan;63527;18;113;122;https://stackoverflow.com/users/2185093/dan
71059;AakashM;63522;17;154;190;https://stackoverflow.com/users/71059/aakashm
3233393;Quentin;63514;7;140;199;https://stackoverflow.com/users/3233393/quentin
1679602;King King;63490;16;118;140;https://stackoverflow.com/users/1679602/king-king
1623007;Joe;63479;7;51;70;https://stackoverflow.com/users/1623007/joe
246461;devunwired;63423;12;133;140;https://stackoverflow.com/users/246461/devunwired
438319;ams;63372;75;213;297;https://stackoverflow.com/users/438319/ams
830012;Pavel Anossov;63368;16;156;126;https://stackoverflow.com/users/830012/pavel-anossov
971888;Rolando;63362;104;288;424;https://stackoverflow.com/users/971888/rolando
45786;TheHippo;63329;15;78;101;https://stackoverflow.com/users/45786/thehippo
13279;Mitchel Sellers;63324;15;115;174;https://stackoverflow.com/users/13279/mitchel-sellers
438581;Brett DeWoody;63316;31;145;192;https://stackoverflow.com/users/438581/brett-dewoody
24396;Steve Kuo;63311;75;200;260;https://stackoverflow.com/users/24396/steve-kuo
3497671;Francesco Borzi;63280;56;204;281;https://stackoverflow.com/users/3497671/francesco-borzi
7758804;Trenton McKinney;63277;41;170;214;https://stackoverflow.com/users/7758804/trenton-mckinney
636019;ildjarn;63253;9;135;219;https://stackoverflow.com/users/636019/ildjarn
15785;Milen A. Radev;63223;22;111;112;https://stackoverflow.com/users/15785/milen-a-radev
2558060;Damith;63188;13;106;154;https://stackoverflow.com/users/2558060/damith
1717300;hyde;63183;23;128;182;https://stackoverflow.com/users/1717300/hyde
773113;Mike Nakis;63182;11;129;173;https://stackoverflow.com/users/773113/mike-nakis
199245;Ray Burns;63179;12;146;142;https://stackoverflow.com/users/199245/ray-burns
4685;Pop Catalin;63178;24;90;116;https://stackoverflow.com/users/4685/pop-catalin
62699;Rook;63146;53;171;250;https://stackoverflow.com/users/62699/rook
11649;Javier;63139;9;82;126;https://stackoverflow.com/users/11649/javier
1006010;MathematicalOrchid;63096;21;131;231;https://stackoverflow.com/users/1006010/mathematicalorchid
172588;timdev;63084;6;86;93;https://stackoverflow.com/users/172588/timdev
1253222;twalberg;63043;12;95;88;https://stackoverflow.com/users/1253222/twalberg
1003142;Konstantin Yovkov;63020;9;107;152;https://stackoverflow.com/users/1003142/konstantin-yovkov
6287910;Cheticamp;62999;10;81;138;https://stackoverflow.com/users/6287910/cheticamp
298389;om-nom-nom;62963;13;186;231;https://stackoverflow.com/users/298389/om-nom-nom
197758;toolic;62956;21;81;130;https://stackoverflow.com/users/197758/toolic
752843;Richard;62948;40;200;277;https://stackoverflow.com/users/752843/richard
5947043;ADyson;62948;16;93;101;https://stackoverflow.com/users/5947043/adyson
12943;Bill K;62947;19;113;158;https://stackoverflow.com/users/12943/bill-k
9297144;Xavier Guihot;62932;26;321;202;https://stackoverflow.com/users/9297144/xavier-guihot
6760;Jonny Buchanan;62913;17;147;150;https://stackoverflow.com/users/6760/jonny-buchanan
3583182;patricus;62904;15;157;154;https://stackoverflow.com/users/3583182/patricus
1073631;sgeddes;62901;7;68;85;https://stackoverflow.com/users/1073631/sgeddes
4953079;Matthias J. Sax;62883;8;128;148;https://stackoverflow.com/users/4953079/matthias-j-sax
5245033;SergeyA;62879;5;85;143;https://stackoverflow.com/users/5245033/sergeya
271475;Chris Heald;62867;10;131;143;https://stackoverflow.com/users/271475/chris-heald
5037551;Dekel;62864;12;109;130;https://stackoverflow.com/users/5037551/dekel
43907;Gold;62858;102;219;320;https://stackoverflow.com/users/43907/gold
343955;adarshr;62853;24;146;175;https://stackoverflow.com/users/343955/adarshr
1178669;helpermethod;62842;71;202;282;https://stackoverflow.com/users/1178669/helpermethod
835883;j2emanue;62839;74;307;477;https://stackoverflow.com/users/835883/j2emanue
26095;Sean;62812;11;101;138;https://stackoverflow.com/users/26095/sean
294949;danh;62744;10;100;139;https://stackoverflow.com/users/294949/danh
197606;Ben;62714;117;331;507;https://stackoverflow.com/users/197606/ben
485076;sll;62714;22;109;157;https://stackoverflow.com/users/485076/sll
1875256;Ehsan Sajjad;62654;16;113;171;https://stackoverflow.com/users/1875256/ehsan-sajjad
20336;EMP;62643;57;168;223;https://stackoverflow.com/users/20336/emp
634919;Nate Eldredge;62623;7;79;122;https://stackoverflow.com/users/634919/nate-eldredge
23234;Jeff Yates;62615;20;144;193;https://stackoverflow.com/users/23234/jeff-yates
1318946;Pratik Butani;62609;63;289;453;https://stackoverflow.com/users/1318946/pratik-butani
808486;Tudor;62605;13;105;148;https://stackoverflow.com/users/808486/tudor
63147;Tim Henigan;62588;11;87;79;https://stackoverflow.com/users/63147/tim-henigan
131140;Goz;62572;26;131;212;https://stackoverflow.com/users/131140/goz
702361;phoxis;62541;14;86;121;https://stackoverflow.com/users/702361/phoxis
3915431;Axel Richter;62539;7;70;95;https://stackoverflow.com/users/3915431/axel-richter
56621;Alex from Jitbit;62534;20;217;179;https://stackoverflow.com/users/56621/alex-from-jitbit
2864740;user2864740;62521;15;159;234;https://stackoverflow.com/users/2864740/user2864740
1336654;Jeppe Stig Nielsen;62502;12;121;197;https://stackoverflow.com/users/1336654/jeppe-stig-nielsen
5023;Ash;62501;31;157;173;https://stackoverflow.com/users/5023/ash
3707607;Ted Petrou;62467;19;139;139;https://stackoverflow.com/users/3707607/ted-petrou
1260204;Igor;62456;10;111;181;https://stackoverflow.com/users/1260204/igor
555384;jondavidjohn;62442;21;121;159;https://stackoverflow.com/users/555384/jondavidjohn
296861;Win;62439;13;106;190;https://stackoverflow.com/users/296861/win
285465;TomTom;62421;11;96;152;https://stackoverflow.com/users/285465/tomtom
968261;Alexey Frunze;62410;14;91;190;https://stackoverflow.com/users/968261/alexey-frunze
402253;Mchl;62397;9;121;121;https://stackoverflow.com/users/402253/mchl
238814;"Daniel V&#233;rit&#233;";62384;17;135;160;https://stackoverflow.com/users/238814/daniel-v%c3%a9rit%c3%a9
10077;Fred Larson;62361;19;117;179;https://stackoverflow.com/users/10077/fred-larson
1083957;azizbekian;62350;14;178;257;https://stackoverflow.com/users/1083957/azizbekian
962089;Qaz;62296;14;149;210;https://stackoverflow.com/users/962089/qaz
156695;Tigran;62293;8;90;124;https://stackoverflow.com/users/156695/tigran
1290731;jthill;62276;5;92;153;https://stackoverflow.com/users/1290731/jthill
11635;Ruben Bartelink;62263;32;196;266;https://stackoverflow.com/users/11635/ruben-bartelink
1003565;Dason;62243;9;139;149;https://stackoverflow.com/users/1003565/dason
9382;AngryHacker;62222;112;364;636;https://stackoverflow.com/users/9382/angryhacker
8355;cjm;62207;9;133;179;https://stackoverflow.com/users/8355/cjm
4001592;Dani Mesejo;62200;6;57;86;https://stackoverflow.com/users/4001592/dani-mesejo
2792531;nhgrif;62198;25;136;174;https://stackoverflow.com/users/2792531/nhgrif
3437787;vestland;62174;41;220;343;https://stackoverflow.com/users/3437787/vestland
763246;James Hill;62170;22;150;166;https://stackoverflow.com/users/763246/james-hill
59711;Arec Barrwin;62167;9;31;25;https://stackoverflow.com/users/59711/arec-barrwin
2956066;kmario23;62165;17;174;160;https://stackoverflow.com/users/2956066/kmario23
33080;Roman Starkov;62157;41;262;332;https://stackoverflow.com/users/33080/roman-starkov
88851;"Bastien L&#233;onard";62143;20;81;95;https://stackoverflow.com/users/88851/bastien-l%c3%a9onard
2989261;Rico;62135;12;121;156;https://stackoverflow.com/users/2989261/rico
194940;Matt Greer;62103;18;127;124;https://stackoverflow.com/users/194940/matt-greer
1768303;noseratio;62100;37;227;512;https://stackoverflow.com/users/1768303/noseratio
2872922;Ron Rosenfeld;62090;7;35;72;https://stackoverflow.com/users/2872922/ron-rosenfeld
1816580;Artjom B.;62028;26;137;236;https://stackoverflow.com/users/1816580/artjom-b
11926;Alfred;62013;33;152;187;https://stackoverflow.com/users/11926/alfred
356635;Tom Gullen;62003;90;294;472;https://stackoverflow.com/users/356635/tom-gullen
74939;Stephan202;61997;14;132;135;https://stackoverflow.com/users/74939/stephan202
2725435;Bartłomiej Semańczyk;61960;52;257;410;https://stackoverflow.com/users/2725435/bart%c5%82omiej-sema%c5%84czyk
9898643;Theo;61952;8;28;48;https://stackoverflow.com/users/9898643/theo
219159;Seva Alekseyev;61942;25;175;298;https://stackoverflow.com/users/219159/seva-alekseyev
1509764;Matas Vaitkevicius;61927;37;254;278;https://stackoverflow.com/users/1509764/matas-vaitkevicius
643977;geekosaur;61919;13;127;115;https://stackoverflow.com/users/643977/geekosaur
1836;Matthew Farwell;61865;18;134;174;https://stackoverflow.com/users/1836/matthew-farwell
1468366;MvG;61847;25;158;294;https://stackoverflow.com/users/1468366/mvg
328397;makerofthings7;61811;57;233;468;https://stackoverflow.com/users/328397/makerofthings7
702638;Hunter McMillen;61804;25;124;176;https://stackoverflow.com/users/702638/hunter-mcmillen
216021;kostja;61778;51;186;227;https://stackoverflow.com/users/216021/kostja
357693;Matthew Abbott;61747;9;108;131;https://stackoverflow.com/users/357693/matthew-abbott
248827;Amitabh;61735;43;115;160;https://stackoverflow.com/users/248827/amitabh
58088;Tyler Carter;61732;22;134;153;https://stackoverflow.com/users/58088/tyler-carter
14690;Milan Babuškov;61711;49;132;182;https://stackoverflow.com/users/14690/milan-babu%c5%a1kov
3055;chakrit;61678;25;138;164;https://stackoverflow.com/users/3055/chakrit
122422;B T;61657;36;200;213;https://stackoverflow.com/users/122422/b-t
65868;TofuBeer;61646;18;120;163;https://stackoverflow.com/users/65868/tofubeer
16148;Corey Goldberg;61641;30;135;148;https://stackoverflow.com/users/16148/corey-goldberg
181412;dbyrne;61561;13;91;103;https://stackoverflow.com/users/181412/dbyrne
207162;Trevor;61555;2;21;12;https://stackoverflow.com/users/207162/trevor
117700;Alex Gordon;61548;307;710;1103;https://stackoverflow.com/users/117700/alex-gordon
4893;sblundy;61544;22;124;125;https://stackoverflow.com/users/4893/sblundy
208339;Steve Tjoa;61542;18;93;103;https://stackoverflow.com/users/208339/steve-tjoa
74865;Andriy Drozdyuk;61541;52;178;280;https://stackoverflow.com/users/74865/andriy-drozdyuk
523612;Karl Knechtel;61540;14;134;194;https://stackoverflow.com/users/523612/karl-knechtel
1783619;BradleyDotNET;61531;10;106;124;https://stackoverflow.com/users/1783619/bradleydotnet
127059;Femaref;61519;8;145;176;https://stackoverflow.com/users/127059/femaref
3100115;Sede;61511;20;160;162;https://stackoverflow.com/users/3100115/sede
9345;Steven A. Lowe;61464;19;136;206;https://stackoverflow.com/users/9345/steven-a-lowe
112212;mark4o;61463;18;90;104;https://stackoverflow.com/users/112212/mark4o
7328782;Cris Luengo;61446;10;76;135;https://stackoverflow.com/users/7328782/cris-luengo
1315767;Jilber Urbina;61442;10;117;141;https://stackoverflow.com/users/1315767/jilber-urbina
181965;billinkc;61434;10;110;169;https://stackoverflow.com/users/181965/billinkc
161922;Amandasaurus;61427;76;196;257;https://stackoverflow.com/users/161922/amandasaurus
1264804;isherwood;61409;16;122;173;https://stackoverflow.com/users/1264804/isherwood
2071828;Boris the Spider;61406;6;111;177;https://stackoverflow.com/users/2071828/boris-the-spider
128397;Daniel Pryden;61378;16;102;137;https://stackoverflow.com/users/128397/daniel-pryden
109374;"Erik Dahlstr&#246;m";61376;12;123;141;https://stackoverflow.com/users/109374/erik-dahlstr%c3%b6m
520612;CB.;61365;9;171;165;https://stackoverflow.com/users/520612/cb
3647361;Columbo;61359;8;164;205;https://stackoverflow.com/users/3647361/columbo
58961;John Leidegren;61354;21;140;158;https://stackoverflow.com/users/58961/john-leidegren
6779307;Patrick Haugh;61353;13;94;101;https://stackoverflow.com/users/6779307/patrick-haugh
357024;Mike;61350;78;185;229;https://stackoverflow.com/users/357024/mike
5090771;WhiteHat;61347;7;54;140;https://stackoverflow.com/users/5090771/whitehat
5381331;Linh;61319;25;276;298;https://stackoverflow.com/users/5381331/linh
3286489;Elye;61305;72;274;574;https://stackoverflow.com/users/3286489/elye
201199;Joshua Nozzi;61280;14;143;136;https://stackoverflow.com/users/201199/joshua-nozzi
851498;Florian Margaine;61263;15;94;120;https://stackoverflow.com/users/851498/florian-margaine
8372853;cigien;61253;11;86;124;https://stackoverflow.com/users/8372853/cigien
1033808;Paul Hiemstra;61244;12;146;151;https://stackoverflow.com/users/1033808/paul-hiemstra
38055;Tomas Aschan;61232;62;268;427;https://stackoverflow.com/users/38055/tomas-aschan
480982;Thomas W.;61230;24;145;264;https://stackoverflow.com/users/480982/thomas-w
581625;baisong;61174;1;18;9;https://stackoverflow.com/users/581625/baisong
1339987;djechlin;61169;40;173;300;https://stackoverflow.com/users/1339987/djechlin
6349;webmat;61166;12;58;59;https://stackoverflow.com/users/6349/webmat
353410;Dr. belisarius;61146;15;121;199;https://stackoverflow.com/users/353410/dr-belisarius
3288890;Adiii;61140;10;180;174;https://stackoverflow.com/users/3288890/adiii
23897;Michael Petrotta;61134;27;153;181;https://stackoverflow.com/users/23897/michael-petrotta
882932;Vincent;61131;67;230;408;https://stackoverflow.com/users/882932/vincent
4694994;Kim Kern;61125;20;222;216;https://stackoverflow.com/users/4694994/kim-kern
19875;Sheehan Alam;61105;126;360;563;https://stackoverflow.com/users/19875/sheehan-alam
6599590;Jandi;61060;19;167;263;https://stackoverflow.com/users/6599590/jandi
12089;emk;61030;6;48;51;https://stackoverflow.com/users/12089/emk
5483526;Matt Timmermans;61023;3;58;107;https://stackoverflow.com/users/5483526/matt-timmermans
37751;JD Long;60984;59;209;300;https://stackoverflow.com/users/37751/jd-long
26396;Enrico Campidoglio;60971;13;137;159;https://stackoverflow.com/users/26396/enrico-campidoglio
303476;"&#216;yvind Br&#229;then";60954;28;128;154;https://stackoverflow.com/users/303476/%c3%98yvind-br%c3%a5then
3155639;"Alexander O&#39;Mara";60953;19;178;184;https://stackoverflow.com/users/3155639/alexander-omara
1647604;DeborahK;60936;12;115;136;https://stackoverflow.com/users/1647604/deborahk
308174;Larry Cai;60933;35;116;164;https://stackoverflow.com/users/308174/larry-cai
11898;Scott Langham;60921;44;141;216;https://stackoverflow.com/users/11898/scott-langham
3448527;dippas;60876;15;125;134;https://stackoverflow.com/users/3448527/dippas
203420;csgillespie;60869;15;160;188;https://stackoverflow.com/users/203420/csgillespie
385478;Graham Borland;60859;21;144;184;https://stackoverflow.com/users/385478/graham-borland
4685471;desertnaut;60822;32;156;183;https://stackoverflow.com/users/4685471/desertnaut
721644;Vladimir F Героям слава;60810;4;83;132;https://stackoverflow.com/users/721644/vladimir-f-%d0%93%d0%b5%d1%80%d0%be%d1%8f%d0%bc-%d1%81%d0%bb%d0%b0%d0%b2%d0%b0
52443;Welbog;60787;9;116;126;https://stackoverflow.com/users/52443/welbog
33796;luqui;60763;13;153;211;https://stackoverflow.com/users/33796/luqui
479659;dknaack;60747;28;166;211;https://stackoverflow.com/users/479659/dknaack
2753241;udondan;60745;21;199;182;https://stackoverflow.com/users/2753241/udondan
1763356;Veedrac;60742;15;120;177;https://stackoverflow.com/users/1763356/veedrac
60;Dave Ward;60719;14;119;134;https://stackoverflow.com/users/60/dave-ward
42595;Ethan;60709;66;191;241;https://stackoverflow.com/users/42595/ethan
65070;Eric Petroelje;60705;9;133;178;https://stackoverflow.com/users/65070/eric-petroelje
504554;hardillb;60705;11;81;117;https://stackoverflow.com/users/504554/hardillb
135448;Andreas Wong;60694;19;112;123;https://stackoverflow.com/users/135448/andreas-wong
52817;laktak;60688;17;141;168;https://stackoverflow.com/users/52817/laktak
961526;"Rapha&#235;l Althaus";60643;6;106;127;https://stackoverflow.com/users/961526/rapha%c3%abl-althaus
222187;Roni Yaniv;60641;5;22;17;https://stackoverflow.com/users/222187/roni-yaniv
1084774;Petr Skocik;60638;8;106;165;https://stackoverflow.com/users/1084774/petr-skocik
1392379;ndm;60623;9;73;113;https://stackoverflow.com/users/1392379/ndm
850781;sds;60603;32;179;305;https://stackoverflow.com/users/850781/sds
215966;prodigitalson;60591;10;106;118;https://stackoverflow.com/users/215966/prodigitalson
1763614;damienfrancois;60568;9;116;128;https://stackoverflow.com/users/1763614/damienfrancois
1222578;Marius;60568;16;115;108;https://stackoverflow.com/users/1222578/marius
592746;Wayne;60545;15;135;129;https://stackoverflow.com/users/592746/wayne
2527905;dnoeth;60508;4;45;63;https://stackoverflow.com/users/2527905/dnoeth
226958;Nicolas Raoul;60484;66;243;402;https://stackoverflow.com/users/226958/nicolas-raoul
103295;Jeffrey Kemp;60481;15;111;161;https://stackoverflow.com/users/103295/jeffrey-kemp
54684;Mykola Golubyev;60472;15;95;102;https://stackoverflow.com/users/54684/mykola-golubyev
3027266;Wernfried Domscheit;60470;10;93;132;https://stackoverflow.com/users/3027266/wernfried-domscheit
67009;jonstjohn;60456;8;47;55;https://stackoverflow.com/users/67009/jonstjohn
397991;Eugene;60454;93;233;335;https://stackoverflow.com/users/397991/eugene
4318868;Slava Vedenin;60442;13;44;61;https://stackoverflow.com/users/4318868/slava-vedenin
340688;ThomasReggi;60431;97;263;466;https://stackoverflow.com/users/340688/thomasreggi
68939;ax.;60427;9;85;75;https://stackoverflow.com/users/68939/ax
88558;Lucero;60424;9;127;154;https://stackoverflow.com/users/88558/lucero
1095616;Stewie;60406;20;149;113;https://stackoverflow.com/users/1095616/stewie
633239;javanna;60383;14;147;125;https://stackoverflow.com/users/633239/javanna
892256;Ed Heal;60357;18;92;137;https://stackoverflow.com/users/892256/ed-heal
11107541;starball;60350;53;327;1053;https://stackoverflow.com/users/11107541/starball
283676;Andrey;60344;12;127;169;https://stackoverflow.com/users/283676/andrey
1445334;dirvine;60339;2;20;20;https://stackoverflow.com/users/1445334/dirvine
5558072;Youcef LAIDANI;60308;21;112;178;https://stackoverflow.com/users/5558072/youcef-laidani
884123;Matthieu Riegler;60297;27;161;208;https://stackoverflow.com/users/884123/matthieu-riegler
1140876;Dante1986;60295;15;43;56;https://stackoverflow.com/users/1140876/dante1986
104200;Tim;60272;19;159;165;https://stackoverflow.com/users/104200/tim
94559;user94559;60261;6;108;107;https://stackoverflow.com/users/94559/user94559
224346;Anon.;60261;9;85;86;https://stackoverflow.com/users/224346/anon
1317935;Laurence;60258;22;178;215;https://stackoverflow.com/users/1317935/laurence
1281485;Alfe;60254;21;117;172;https://stackoverflow.com/users/1281485/alfe
1971805;TerryA;60234;11;123;148;https://stackoverflow.com/users/1971805/terrya
536;Judah Gabriel Himango;60233;39;162;218;https://stackoverflow.com/users/536/judah-gabriel-himango
1478381;"Simon O&#39;Hanlon";60230;15;145;189;https://stackoverflow.com/users/1478381/simon-ohanlon
6651;Alex Angas;60204;41;145;213;https://stackoverflow.com/users/6651/alex-angas
684229;Tomas;60176;54;251;386;https://stackoverflow.com/users/684229/tomas
388916;Hubro;60176;74;243;405;https://stackoverflow.com/users/388916/hubro
72321;Dennis;60175;28;148;143;https://stackoverflow.com/users/72321/dennis
2011147;Selcuk;60159;12;115;119;https://stackoverflow.com/users/2011147/selcuk
248296;warvariuc;60140;46;184;235;https://stackoverflow.com/users/248296/warvariuc
